Id,Human Development Index HDI-2014,Gini coefficient 2005-2013,Adolescent birth rate 15-19 per 100k 20102015,Birth registration funder age 5 2005-2013,Carbon dioxide emissionsAverage annual growth,Carbon dioxide emissions per capita 2011 Tones,Change forest percentable 1900 to 2012,Change mobile usage 2009 2014,Consumer price index 2013,Domestic credit provided by financial sector 2013,Domestic food price level 2009 2014 index,Domestic food price level 2009-2014 volitility index,Electrification rate or population,Expected years of schooling - Years,Exports and imports percentage GPD 2013,Female Suicide Rate 100k people,Foreign direct investment net inflows percentage GDP 2013,Forest area percentage of total land area 2012,Fossil fuels percentage of total 2012,Fresh water withdrawals 2005,Gender Inequality Index 2014,General government final consumption expenditure - Annual growth 2005 2013,General government final consumption expenditure - Perce of GDP 2005-2013,Gross domestic product GDP 2013,Gross domestic product GDP percapta,Gross fixed capital formation of GDP 2005-2013,Gross national income GNI per capita - 2011  Dollars,Homeless people due to natural disaster 2005 2014 per million people,Homicide rate per 100k people 2008-2012,Infant Mortality 2013 per thousands,International inbound tourists thausands 2013,International student mobility of total tetiary enrolvemnt 2013,Internet users percentage of population 2014,Intimate or nonintimate partner violence ever experienced 2001-2011,Life expectancy at birth- years,MaleSuicide Rate 100k people,Maternal mortality ratio deaths per 100 live births 2013,Mean years of schooling - Years,Mobile phone subscriptions per 100 people 2014,Natural resource depletion,Net migration rate per 1k people 2010-2015,Physicians per 10k people,Population affected by natural desasters average annual per million people 2005-2014,Population living on degraded land Percentage 2010,Population with at least some secondary education percent 2005-2013,Pre-primary 2008-2014,Primary-2008-2014,Primary school dropout rate 2008-2014,Prison population per 100k people,Private capital flows percentage GDP 2013,Public expenditure on education Percentange GDP,Public health expenditure percentage of GDP 2013,Pupil-teacher ratio primary school pupils per teacher 2008-2014,Refugees by country of origin,Remittances inflows percentual GDP 2013,Renewable sources percentage of total 2012,Research and development expenditure  2005-2012,Secondary 2008-2014,Share of seats in parliament percentage held by womand 2014,Stock of immigrants percentage of population 2013,Taxes on income profit and capital gain 205 2013,Tertiary -2008-2014,Total tax revenue of GDP 2005-2013,Tuberculosis rate per thousands 2012,Under-five Mortality 2013 thousands
Saint Kitts and Nevis,0.751862282,30.99666667,47.91466667,97.66666667,7.281411532,5.053538729,-4.73E-09,-4.21,109.3671115,65.90815024,2.86,6.333333333,90.9,12.87516,87.68176,2.833333333,14.46589,42.30769231,83.19251088,51.25,0.25356237,0.525454464,19.22478643,1.122260759,20709.35689,28.7327596,20804.81384,0,33.6,7.8,107,-57.85797,65.4,27.03333333,73.77,27.8,9.333333333,8.387379,139.81,1.34894344,-1,11.67,0,4.067282679,80.23707333,81.64657,84.65616,7.1777,714,-14.02427,4.225759983,6.27812,14.51688,0.015,6.733531,27.27768335,0.487103333,101.2038,6.6666667,10.46852798,9.79660609,18.22618,20.19043068,2.5,10.2
Azerbaijan,0.751139174,33.03,40,94,1.495079444,3.647379147,0.667811936,28.48,111.584763,25.49323521,3.183333333,5.433333333,100,11.94018,75.59377,1,3.56093,11.32376781,97.86252765,34.52,0.303000337,2.199999701,11.21798982,156.2547565,16593.54647,24.5706849,16427.91563,76.87212469,2.1,29.9,2130,-6.58375,61,15,70.8,2.4,26,11.16,110.91,25.96976802,0,34.32,1078.566022,3.836667227,95.46668,24.84914,97.9432,1.81357,413,-2.528612,2.435640097,5.579734,11.92302,10.914,2.356113,2.600981728,0.21084,100.27854,15.5737705,3.440226825,13.59231031,20.4372,12.95582924,4.2,34.2
Grenada,0.74999318,38.66666667,35.358,97.33333333,5.440902645,2.408045758,-1.00E-08,15.33,105.4707113,80.03003262,3.35,7.966666667,90.9,15.80328,75.75223,3.466666667,8.938494,49.97058824,74.65682439,7.05,0.359146799,6.824763186,16.8113622,1.193647527,11271.77849,20.0787156,10939.006,0,13.3,10.7,116,54.10375,37.38,21.1,73.4,3.566666667,23,8.552604,126.53,8.257394436,-8.1,6.63,1578.254145,25.04112007,54.20097667,98.56115,103.37444,5.827973333,424,-10.6466,4.270226558,6.338721,16.05523,0.33,3.547934,11.60086133,0.25696,107.79903,25,10.73401513,16.89794091,52.77318,18.66941695,0.99,11.8
Jordan,0.748328542,33.69,26.473,99,4.109045125,3.601147064,-0.608245108,51.91,115.370623,111.860452,4.5,6.1,99.5,13.50864,113.7838,1.9,5.340056,1.09822032,95.9918514,92.44,0.473382155,-11.39571513,19.65322914,73.67461303,11406.50457,27.22237,11365.21619,0,2,16,3945,3.67022,44,23,74,2.2,50,9.908419609,147.8,0.920974547,11.3,25.58,0,22.01130952,74.11,34.17855,98.43925,2.10094,95,-10.03431,4.773786545,7.22403,19.93241,1.633,10.81603,1.997031829,0.4347,87.82947,11.5555556,40.22354756,13.61810735,46.60965,15.25758585,0.53,18.7
Macedonia,0.74725286,44.2,18.256,100,2.709606612,4.437580862,11.35818828,17.93,110.3393379,52.37837395,5.08,7.9,100,13.35395,126.6503,3.2,4.055383,39.93655829,82.14660415,16.06,0.163635459,-3.554404109,17.52832929,24.46193184,11608.96897,24.8154499,11780.04468,0,1.4,5.8,400,-5.2339,68.06,38.4,75.4,7.3,7,9.2592,109.1,2.651339665,-0.5,26.24,48255.95579,7.106265579,45.11852333,28.57617,89.25404,2.50694,122,-1.614253,3.178513368,6.444246,15.15012,1.759,3.688485,10.43938319,0.21793,82.83081,33.3333333,6.632203186,10.67469354,38.45752,16.70596473,0.82,6.6
Ukraine,0.747005221,24.82,25.671,100,2.015616367,6.262351962,5.213556868,21.33,108.2599837,95.67176252,5.23,3.9,100,15.14135,102.2427,5.3,2.541275,16.84215977,79.63188173,13.78,0.28644056,2.2,19.3599559,387.0261895,8508.014787,18.1682843,8178.067935,7.076657329,4.3,8.6,24700,0.45412,43.4,18.3,71,30.3,23,11.34,144.08,4.598568346,-0.2,35.31,943.7770379,6.225041002,93.55,83.00561,105.46582,0.64571,305,-7.251269,6.661180019,7.771187,16.48785,6.343,5.448327,20.71150765,0.73662,98.86345,11.8483412,11.38707797,11.80775024,78.99662,18.23127637,13,10
Algeria,0.735623767,38.81666667,10.033,99,3.762173496,3.22420156,-11.55368916,3.73,117.5218381,3.012285739,5.11,5.5,100,13.96534,63.42136,1.5,0.8037201,0.619043221,99.88756809,24.41333333,0.413117859,80.44933374,18.90485754,505.5089905,12892.94249,33.7992801,13054.30628,11.95267392,0.7,21.6,2634,-1.06117,18.09,29.16666667,74.8,2.3,89,7.611,93.31,18.00590415,-0.3,12.07,343.3785896,28.83718384,28.86,78.84144,117.40774,7.23248,162,-1.027556,4.33701992,6.635026,23.15942,3.691,0.0997417,0.141610925,0.06604,97.60729,25.7425743,0.689669613,60.20229892,31.46411,37.36184931,15,25.2
Peru,0.734203129,45.33,50.748,96,0.922824211,1.791964427,-3.512172872,20.56,110.1653876,22.00566255,3.87,3.4,91.2,13.0655,48.36413,2.1,4.595051,52.884375,75.98294021,0.72,0.405915232,6.650711677,11.19202014,346.1753476,11396.49302,26.6083672,11015.23763,196.346675,9.6,12.9,3164,-0.527133333,40.2,38.9,74.6,4.4,89,9.013469696,102.92,5.732600927,-2,11.32,13407.90806,0.738200294,61.10963,85.99934,101.64671,26.11487,202,-7.079139,3.277960062,5.317889,18.08394,4.768,1.337904,24.01455763,0.545293333,93.9782,22.3076923,0.345405489,33.95868642,40.64798,16.54473209,5.1,16.7
Albania,0.732765803,28.96,15.297,99,-0.280486216,1.60703771,-1.898605839,34.9,107.5972351,66.89409825,6.43,10.3,100,11.82,87.93716,5.2,9.701772,28.24890511,60.52689585,4.34,0.217395947,0.061767661,10.68921529,28.86049099,10405.35149,26.1504619,9942.855635,7.103503508,5,13.3,2857,-12.14132,60.1,43.76666667,77.8,6.6,21,9.255580902,105.47,3.533720948,-3.2,11.45,20567.79977,5.739703969,84.76527,70.59945,99.51508,1.33296,158,-8.312282,3.268680096,5.882328,19.12103,10.52,8.464771,26.56383378,0.15308,82.39508,20.7142857,3.050417062,18.68343126,55.50096,19.63069867,0.31,14.9
Armenia,0.732982583,30.3,27.118,100,3.563738895,1.67383608,-26.89075611,57.01,116.7987006,46.00499254,8.87,11.9,100,12.31785,75.03648,0.9,3.548608,8.907622058,71.54126243,37.86,0.317574186,16.30000001,14.46393506,22.40412537,7526.836419,20.9266618,8123.557691,0,1.8,14,1084,-2.61963,46.3,9.5,74.7,5,29,10.87,115.92,2.158069193,-3.4,26.87,2549.428299,9.577000408,94.47,46.21356,102.40343,4.38289,164,-9.975223,2.250149965,4.519753,19.3076,12.224,21.01379,32.66394123,0.27014,96.59027,10.6870229,10.64988984,21.31431815,46.10862,18.65348248,6.3,15.6
Bosnia and Herzegovina,0.732530326,33.04,15.108,100,2.709606612,6.185334807,-1.131221712,7.99,105.7083333,67.680783,4.82,6.3,100,13.6,85.02369,4.1,1.764679,42.84313726,93.91646937,0.88,0.200654239,-0.466983341,22.76307955,35.94704519,9387.350031,17.8837766,9637.776782,0,1.3,5.7,529,-3.16499,60.8,46.9,76.5,18,8,8.3262129,91.28,11.92596749,-0.3,16.94,27578.42544,6.088298586,56.83266,75.82901,97.30084333,17.22785,78,-1.143518,4.800336758,9.625997,17.09921,22.342,10.80434,7.888293396,0.02171,85.88466,19.2982456,0.605775405,6.710965858,41.95797333,20.86616416,5.2,6.6
Ecuador,0.731674443,46.57,77.032,90,3.922678498,2.34333293,-23.60336345,15.78,112.8105507,29.6494927,3.39,5.7,97.2,14.17201,60.81707,5.3,0.7674718,38.12932839,86.28549413,2.17,0.407268764,7.727259997,14.09402289,165.8875797,10540.65737,27.8523688,10604.89264,98.26738181,12.4,19.1,1364,-1.3167,43,46.3,75.9,13.2,87,7.585,103.9,8.641467102,-0.4,16.87,6001.917914,1.640018639,39.77,166.67002,112.40354,11.0995,149,0.1956072,4.358260155,6.395048,18.70906,0.7,2.60266,12.86325172,0.22779,103.28416,41.6058394,2.283122286,19.56784992,40.51432,17.55778296,2.7,22.5
Saint Lucia,0.729056449,51.73,56.309,92,4.202712436,2.270512241,7.305936071,-5.27,108.6387228,123.0823643,3.44,12.3,90.9,12.567,97.20478,3.066666667,6.25223,77.04918033,61.19161188,14.3,0.38605805,6.917001473,14.81770831,1.850350309,10151.53264,23.344663,9764.840456,0,21.6,12.7,319,-31.52455,51,31.23333333,75.1,7.633333333,34,9.344302952,102.59,0.05106806,0,4.73,115689.6014,13.26317819,40.40914,59.95391,100.29595,10.42671,317,-13.2941,4.700260162,8.5,16.66479,0.711,2.256905,26.75522448,0.1682,88.38511,20.6896552,6.682284266,27.12657469,13.85194,23.04105473,1.2,14.5
China,0.727494941,37.01207517,8.551,96.33333333,6.534991351,6.710301991,35.1580446,66.87,111.0535416,162.9629644,3.25,8.1,100,13.07282,50.2602,8.7,3.764487,22.62276381,88.30257161,19.51,0.190685514,8.178779165,14.05973594,15643.21744,11524.56751,47.3020355,12547.03385,212.2504415,1,10.9,55700,-1.80617,49.3,31.23333333,75.8,7.1,32,7.54,92.27,4.193831585,-0.2,14.56,73314.19043,8.572817355,65.33,69.91338,127.85205,24.34323667,121,-2.657049,6.303089937,5.567502,18.20779,205.007,0.4201049,11.737611,1.98305,88.978,23.6228456,0.060225227,24.90310597,26.7,10.63619518,3.2,12.7
Fiji,0.727135774,42.83,42.847,97.66666667,1.145220192,1.423838114,7.125616533,31.57,115.6508393,121.7583008,5.13,8.3,59.3,15.7,136.3714,4.1,4.104073,55.87301587,71.43402406,18.35333333,0.4181164,6.768473751,15.04924022,6.609582607,7501.81043,21.1145453,7492.511041,0,4,20,658,20.10483,41.8,20.13333333,70,10.6,59,9.91218949,98.78,1.722241759,-6.6,4.26,9681.092595,12.54184593,64.32,17.83674,104.6438,3.49117,174,-14.06903,4.19645977,4.131533,27.99728,1.115,5.280879,45.96556421,0.218356667,88.25067,14,2.590955264,32.48737553,16.14878,23.18702332,1.7,23.6
Mongolia,0.726620589,36.52,18.706,99,3.726992257,6.927361359,-14.37460115,24.83,136.7223215,63.63129305,4.78,16.7,89.8,14.59402,112.1687,3.7,18.6768,6.909292206,95.3736789,1.58,0.325352696,-25.04085129,11.27385132,25.92728255,9132.305704,44.1633181,10729.38361,0,9.7,26.4,418,-3.9012,27,46.9,69.4,16.3,68,9.28,105.06,19.75079587,-1.1,27.63,29190.3142,31.46142946,84.8,85.77061,108.83741,9.10258,287,-16.96144,5.476170063,6.009265,27.58707,2.068,2.22059,4.068468111,0.27392,91.57522,14.8648649,0.60671212,11.558678,62.26881,18.23573188,7.2,31.8
Thailand,0.725836139,39.37,41.004,99,8.019704151,4.556738121,-2.800143241,45.15,109.2750063,173.3002095,4.52,2.8,100,13.47211,143.8481,4.5,3.26654,37.19313355,80.43860057,13.07,0.37961973,4.890969123,13.81211913,933.5776805,13931.81147,26.7328563,13322.89654,24.47964662,5,11.3,26500,-0.24691,34.89,43.8,74.4,19.1,26,7.322291851,144.44,4.725901082,0.3,3.93,70700.71654,16.95396776,38.12426,118.51953,92.84907,17.41154667,398,0.3660696,7.568950176,4.57427,16.28069,0.241,1.469269,18.9091144,0.25056,86.98294,6.0913706,5.553957796,36.23018006,51.23354,16.50216084,14,13.1
Dominica,0.723788309,40.34666667,69.189,97.33333333,5.214938385,1.74616602,-11.8,-8.14,103.7286326,61.86780395,4.113333333,5.433333333,92.7,12.65283,81.00359,3.466666667,3.467566,58.8,63.67490929,10,0.341457284,2.618800527,19.06810036,0.720848345,10011.36543,12.0430108,9993.854762,134.7364639,21.1,10.2,78,-4.5629,62.86,41.23333333,77.763,14.6,63.33333333,7.85923,127.45,0.101429738,-1.633333333,15.9,10905.23255,3.208362467,48.90412667,99.15074,118.27358,13.56978,391,-0.3196384,5.071229935,5.950643,14.84121,0.043,4.558284,42.84408733,0.226733333,96.7296,21.875,8.914906323,16.17312073,23.44706,21.77697842,2,11.4
Libya,0.724464011,37.67666667,2.523,97.33333333,-2.831748776,6.39342247,0,0.79,125.7112887,-51.09426611,3.27,4.733333333,100,14.03684,94.84997,1.4,0.9460977,0.123327688,98.73854426,12.87666667,0.134026357,2.168363854,9.3,126.3325326,20371.21741,27.9,14910.916,0,1.7,12.4,34,-2.740043333,17.76,27.43333333,71.6,2.2,15,7.31,161.12,23.46933512,-7.7,19,33.52464507,8.458206104,48.46,10.09786,114.40303,3.391103333,81,3.476302,5.681360007,4.298793,17.56734667,3.353,0.0283264,1.289179297,0.42791,104.30109,15.9574468,12.19013852,14.64319771,60.87731,15.37917316,6.8,14.5
Tunisia,0.721191132,35.79,4.602,99,3.916208279,2.402455639,61.55520996,37.85,115.9833549,83.44397876,3.86,4.7,100,14.62357,103.1496,1.4,2.252695,6.686405767,85.25248663,69.71,0.240428433,2.764591334,18.9775771,117.2219311,10767.64168,20.2356239,10404.49747,0,2.2,13.1,6269,-3.15745,46.16,27.09,74.8,3.4,46,6.837558,128.49,4.608209968,-0.6,12.22,61.53472424,36.70917595,39.27293,40.02425,110.28628,5.86855,199,-2.422967,6.223509789,7.079837,17.43043,1.368,4.874094,14.7746606,1.10218,90.60091,31.3364055,0.33215978,26.69232361,35.19931,21.03704878,2.9,15.2
Colombia,0.7201704,53.53,68.537,97,0.468712931,1.538341298,-3.55411955,22.85,108.8551742,70.14659968,2.74,4.5,97,13.54554,38.03376,1.9,4.280588,54.34610185,75.59274364,0.5,0.428534838,5.800036348,16.7009108,581.0835168,12025.38537,24.5033422,12040.24866,27.31916143,30.8,14.5,2288,-0.527133333,52.57,37.4,74,9.1,83,7.349983663,113.08,9.24499171,-0.5,14.71,18001.02782,2.008246565,56.29694,48.64557,114.91374,15.28811,245,-4.102348,4.929749966,6.811924,24.77293,108.479,1.088617,24.824841,0.17267,92.95644,20.8955224,0.268270345,19.73047854,48.32628,13.24817963,1.6,16.9
Saint Vincent and the Grenadines,0.720035388,42.74333333,54.508,99.33333333,6.338599005,2.179604415,6.166007908,-5.14,106.7196293,58.42905189,3.4,4.8,75.9,13.42416667,87.23986,4.566666667,17.86615,68.87179487,63.67490929,7.9,0.44101636,15.35130703,18.49840683,1.110582627,10154.08398,24.9337964,9937.269491,549.5013733,25.6,17.2,72,-3.541593333,56.48,43.76666667,72.9,13.86666667,45,8.621687,105.16,0.070130996,-9.1,5.25,22279.53318,7.522704362,58.35386333,78.22888,105.24321,31.42725,376,-19.94154,5.083330154,5.2,15.29101,1.535,4.452998,21.04535164,0.438823333,102.9007,13.0434783,9.380742962,24.51923077,43.54119,23.00309399,2.6,19
Jamaica,0.718529602,45.51,70.057,98,0.233537961,2.872655693,-2.420197338,-4.96,125.6885016,51.44572078,4.96,7,92.6,12.35561,83.40987,0.7,4.635752,31.04893814,82.09958938,7.5,0.429960658,0.275747186,16.31390074,23.367069,8606.65525,19.6559618,7414.602613,43.38478764,39.3,14.3,2008,-4.5629,40.5,35,75.7,1.8,80,9.67,102.92,0.812211692,-5.8,4.11,13247.88088,3.322202329,72.19,91.55293,92.28969,13.92094,152,-5.482361,6.256199837,5.816326,21.27636,1.506,15.04614,17.90044324,0.396863333,77.79787,16.6666667,1.253893835,32.98157006,28.73793,27.06831253,0.22,16.6
Tonga,0.717040729,34.56333333,18.11,97.66666667,3.852359338,0.98203799,0,25.6,108.3161666,27.11932084,5.99,6.866666667,95.9,14.7,80.46948,3.033333333,2.487887,12.5,71.43402406,18.35333333,0.665646201,2.12742013,18.89634252,0.540734289,5134.057037,33.0694524,5069.128017,0,1,10.4,45,-4.794803333,40,26.2,72.8,11.1,120,10.71,64.28,0.067134932,-15.4,5.63,4363.613199,10.92553271,87.85664,35.40361,110.0799,9.60885,150,-6.923816,6.246693373,4.711185,21.10539,0.019,23.80476,49.7056996,0.222716667,90.94488,0,5.16126582,25.41984239,6.348,11.40727016,2.5,12.1
Belize,0.714982235,42.74333333,71.395,95,1.8326783,1.739123561,-13.37957125,-5.64,98.2421612,58.32357047,3.03,27.9,100,13.551,127.1728,0.5,5.496886,60.22797019,63.67490929,6.426666667,0.425749675,0.70792038,15.13577358,2.726443567,8214.653713,17.8486964,7613.90541,0,44.7,14.3,294,-3.541593333,38.7,43.76666667,70,4.9,45,10.48802948,50.71,5.905766964,4.6,8.28,22278.6177,1.137657011,76.09403,49.09766,117.7315,9.08946,476,-4.474724,6.613369942,5.428263,22.57321,0.04,4.580556,18.71495684,0.201196667,86.04651,13.3333333,15.32389274,28.72403378,25.91641,22.64082239,4.3,16.7
Dominican Republic,0.715028472,45.68,99.588,81,3.757905618,2.156995478,-4.90E-09,-9.67,117.9004948,47.77423034,4.09,5.2,98,13.08336,56.76416,2.1,2.615441,40.81125828,89.34778942,30.37,0.477340658,-6.392522342,10.06587683,122.7172568,11795.47058,21.4637987,11882.70471,115.6408387,22.1,23.6,4690,2.70795,49.58,17.2,73.5,6.1,100,7.56,78.86,0.200037241,-2.7,14.9,4057.143186,7.011500275,54.37846,41.71398,102.63899,8.86127,240,-6.140032,3.776200056,5.398474,23.6279,0.31,7.333601,10.65222412,0.534306667,75.90744,19.0697674,3.86885089,20.4912907,46.37736,12.22695352,4.4,28.1
Suriname,0.714286152,44.77,35.198,99,-0.583599456,3.606356451,-0.170546835,16.15,125.9829191,31.49241579,6.23,9.7,100,12.6909,75.57883,11.9,2.594241,94.55641026,66.89770962,0.62,0.462565405,2.675089962,23.34260204,8.388892675,15555.84279,24.8545347,15617.28475,0,6.1,20.3,249,-2.283616667,40.08,37.93333333,71.1,44.5,130,7.651408672,170.57,20.52507544,-1.9,9.11,6040.033313,9.0712219,45.8765,96.12802,112.82326,9.65164,186,-2.586491,6.263156653,4.757322,13.29948,0.017,0.1319867,25.55878749,0.406703333,76.00916,11.7647059,7.727026606,31.88838259,28.64661,19.41865457,2.6,22.8
Maldives,0.706365292,37.37,4.177,93,2.983660683,3.324959935,0,32.25,129.4445161,86.879119,3.51,14.2,100,12.95338167,223.5966,4.9,15.68874,3,74.65682439,15.67,0.242668969,6.824763186,16.798533,3.892830666,11282.81496,40.4127405,12328.39411,0,3.9,8.4,1125,-1678.08219,49.28,28.4,76.8,7.8,31,5.842967389,189.38,0.048699383,0,14.15,908.2371358,25.04112007,30.07,82.24967,98.30348,17.15262,307,-13.37033,6.194290161,10.80828,11.4094,0.031,0.1436962,5.637767785,0.534306667,72.30164,5.8823529,24.41286523,2.825997411,13.18124,15.49196761,2,9.9
Samoa,0.702093945,36.75,28.251,48,6.012901811,1.252143478,31.53846154,52.3,108.0086221,40.83800779,5.99,6.866666667,100,12.8752102,80.93992,3.033333333,3.015218,60.42402827,71.43402406,18.35333333,0.457078377,13.39537801,17.09339857,1.063023316,5583.926819,23.3445885,5327.482686,0,3.6,15.5,116,-7.626553333,21.2,75.8,73.4,26.4,58,10.31590441,55.53,0.827912629,-13.4,4.52,9853.772134,17.68113402,47.46387333,33.92493,105.15772,10.04949,228,-2.788335,5.773459911,7.507057,30.23604,0.001,19.70648,45.96556421,0.218356667,85.71045,6.122449,2.953690669,20.28933663,27.62680667,0.019541223,3.2,18.1
Botswana,0.697918743,60.46,44.225,72,1.495079444,2.443804075,-18.980901,74.23,123.4989648,13.57622411,2.93,3.6,53.2,12.49301,115.0171,2,1.275685,19.61110229,65.38325414,12.87666667,0.48007114,4.310280303,19.70085858,30.81559189,15246.6088,33.9207594,16646.22538,0,18.4,36.3,2145,-5.40016,18.5,27.43333333,64.5,5.7,170,8.87,167.3,1.635041595,2,3.36,1610.091602,22.03980842,75.68,18.2117,106.00608,7.02788,205,7.128927,9.487380028,5.429467,25.41686,0.168,0.2437439,22.27092195,0.53286,81.70265,9.5238095,7.246193245,23.86514357,17.90703,27.12544315,21,46.6
Moldova,0.693302691,30.63,29.268,100,3.563738895,1.398821793,23.92484885,82.19,117.8300267,44.01001809,4.82,5.7,100,11.86843,125.315,4.8,3.124867,12.02678028,94.89078533,9.14,0.248234141,-2.016806723,20.30265571,16.08857881,4520.533524,22.8507082,5223.032475,0,6.5,13.3,11.5,-12.31464,46.6,24.6,71.6,24.1,21,11.1860714,108,0.226823069,-5.9,28.59,6840.017645,21.76888661,95.03304,82.05826,93.76831,5.38253,188,-2.725099,8.348959923,11.80155,16.32995,2.205,24.90608,3.389599987,0.40499,88.33605,20.7920792,11.22698873,2.651185359,41.27717,18.64492684,18,15.4
Egypt,0.689948655,30.75,42.965,99,5.090131833,2.78099524,61.81818264,58.55,129.0627973,86.19926313,7.47,9.8,100,13.52824,42.27457,1.2,2.041748,0.071525441,96.47622237,24.80333333,0.572610932,3.384830636,11.68083043,880.7512079,10733.48872,13.7797297,10512.42422,0.806557646,3.4,18.6,9174,0.97878,31.7,33.7,71.1,2.4,45,6.55,114.31,8.12986365,-0.5,28.3,5.497496912,25.28531424,52.11,27.4893,113.42068,3.90231,80,-0.2408002,3.760829926,5.060637,27.73437,13.05,7.318898,3.702094749,0.42863,86.30037,2.1802326,0.362492237,26.15481633,30.05602,13.16432609,0.46,21.8
Turkmenistan,0.687520517,38.66666667,18,97.33333333,1.495079444,12.18367613,0,216.96,117.1664248,70.86096176,4.906666667,7.966666667,100,10.80354,117.6513,7.5,7.314064,8.782159045,74.65682439,24.41333333,0.359146799,6.824763186,8.85717012,71.02881519,13554.93115,47.2,13066.17115,0,12.8,46.6,8,-3.136906667,12.2,21.1,65.6,32.5,61,9.87817,135.78,36.95022944,-1,41.79,0,11.13973264,64.61975667,47.06032,89.37409,5.197406667,224,1.139069333,3.049249887,1.972531,22.83623,0.526,3.719838533,0,0.344533333,85.36514,25.8064516,4.31915821,31.55694472,7.98739,26.03439251,8.4,55.2
Gabon,0.683512932,42.19,102.995,90,-2.936597418,1.403276216,-2.34E-09,120.4,104.4640947,11.69511826,5.22,21,89.3,12.49507,93.55676,4.5,4.425258,85.38052548,38.86509883,0.08,0.513689337,18.1671164,8.87489682,31.17134153,18646.36981,33.2515597,16366.92848,51.92245822,9.1,39.1,269,-38.30885,9.81,37.93333333,64.4,12.1,240,7.7998665,210.37,29.09353985,0.6,2.92,6530.936601,10.51435767,45.16,35.26013,164.85845,4.69927,196,-2.026406,5.4484001,3.814626,24.53098,0.177,0.1272616,61.13485109,0.58087,94.52266333,16.2162162,23.62567453,17.81020034,8.5306,17.22368907,44,56.1
Indonesia,0.683759559,38.1406895,48.328,67,6.653505702,2.313292898,-21.49647813,83.08,116.9100201,45.63879751,6.73,10.7,96,12.98776,49.48196,4.9,2.688367,51.37091032,66.42315665,24.80333333,0.494013828,4.872391551,9.10661912,2312.362037,9254.42218,31.6629451,9788.425338,327.33701,0.6,24.5,8802,-0.45797,17.14,3.07,68.9,3.7,190,7.5877435,126.18,4.821959704,-0.6,2.04,4292.40967,3.082433848,44.48203,47.57715,108.52625,11.02493,59,-2.671772,3.567409992,3.068364,18.59225,9.826,0.876888,33.5768443,0.08332,82.53893,17.1171171,0.118236749,36.80345193,31.51226,11.43072588,27,29.3
Paraguay,0.679164356,48.01,66.963,76,3.244556239,0.806136742,-18.58581085,19.3,115.245478,38.33980107,4.33,11.2,98.2,11.91154,94.06088,3.2,1.193061,43.35464385,33.80761819,0.62,0.471829477,5.285260459,12.05345426,53.28288012,7833.074002,15.1497269,7643.371463,31.2169895,9.7,18.7,610,-14.14841,43,46.76666667,72.9,9.1,110,7.703,105.6,4.641805649,-1.2,11.07,39146.27652,1.305423518,38.7761,34.5916,94.8265,19.88428,118,-3.041771,4.966430187,9.005342,21.74149,0.1,2.037421,145.1948765,0.05483,69.60102,16.8,2.731078261,11.61428979,34.51367,12.79424138,3,21.9
Palestine,0.677492609,34.46,45.836,99,3.563738895,0.572406877,0.99118942,56.72,119.4355675,54.02913216,5.99,6.866666667,97.7,13.00348,72.4418,3.033333333,1.594702,1.523255814,56.87910385,48.75,0.514762596,-8.962076669,27.72221927,18.69787358,4484.433787,22.1572069,4699.154381,12.57421838,7.4,18.6,545,-9.81066,53.67,39.36666667,72.9,8.333333333,379.6666667,8.874298096,72.08,15.27706653,-2,9.633333333,1623.85971,3.690942501,56.69453,47.97472,95.25927,3.52806,83.66666667,-1.245073,3.997853398,4.595399,23.5944,5589.773,18.28863,59.46381334,0.222716667,82.29023,10.53696633,5.929253553,2.099094116,45.60752,5.128366306,0.23,21.8
Uzbekistan,0.675466117,35.19,38.754,100,3.563738895,3.914921266,7.313628911,23.12,112.9236313,68.5167107,6.453333333,7.5,100,11.51169,59.2746,4.1,1.896272,7.681476258,98.17106922,100.6,0.514762596,7.537870334,22.43944485,151.2809963,5002.496479,23.1599445,5567.011781,0,3.7,36.7,1969,-8.28873,43.55,39.36666667,68.4,13.2,36,10.85709007,73.79,13.78509493,-1.4,23.81,5.742392673,26.97897036,57.06333333,24.82847,93.30776,1.92168,152,-7.652303667,4.12481006,6.114993,15.6244,4.957,11.10471863,1.844778356,0.239776667,105.16976,16.4,4.376420599,16.73630094,8.87381,11.67963249,2.1,42.5
Philippines,0.668218346,43.03,46.785,90,0.713566888,0.862803677,18.33485541,35.2,111.2033195,51.85825897,6.84,2.6,87.5,11.27717,59.88726,1.2,1.346701,26.0743871,59.66794844,17.03,0.419593547,7.65624124,11.10484268,622.4590438,6326.216424,20.452635,7915.198857,97.53822946,8.8,23.5,4681,-0.23496,39.69,23.6,68.2,4.8,120,8.882855,111.22,2.206140518,-1.4,11.53,105940.9954,2.203902366,64.82351,51.49986,105.75922,24.22016,111,-0.3126836,3.41,4.398341,31.43572,0.725,9.813653,40.33204909,0.10963,84.59854,27.0700637,0.216630001,42.08251162,28.19964,12.88007698,24,29.9
